name	x	y	z	size
LTAN1	-4.991768	23.406189	31.673998	1.5
LTAN2	-5.672182	25.107224	33.375033	1.5
LTAN3	-6.352596	26.808258	35.076067	1.5
LTAN4	-7.03301	28.509293	36.777102	1.5
LTCM1	-8.991768	15.406189	19.673996	1.5
LTCM2	-9.626769	16.35869	21.896499	1.5
LTCM3	-10.26177	17.311191	24.119001	1.5
LTCM4	-10.89677	18.263692	26.341504	1.5
LIA1	-29.991771	58.406189	23.673997	1.5
LIA2	-30.259223	59.07482	28.621866	1.5
LIA3	-30.526676	59.743451	33.569735	1.5
LIA4	-30.794128	60.412082	38.517604	1.5
LIA5	-31.06158	61.080712	43.465473	1.5
LIA6	-31.329033	61.749343	48.413342	1.5
LIA7	-31.596485	62.417974	53.361211	1.5
LIA8	-31.863938	63.086605	58.30908	1.5
LIP1	-34.991771	51.406189	20.673997	1.5
LIP2	-34.716217	46.997321	23.016208	1.5
LIP3	-34.440663	42.588453	25.358419	1.5
LIP4	-34.165109	38.179585	27.700631	1.5
LIP5	-33.889554	33.770717	30.042842	1.5
LIP6	-33.614	29.361849	32.385054	1.5
LIP7	-33.338446	24.952981	34.727265	1.5
LIP8	-33.062891	20.544113	37.069476	1.5
LPCG1	-13.991769	6.406189	74.674003	1.5
LPCG2	-18.399214	8.654885	73.95442	1.5
LPCG3	-22.806659	10.903581	73.234837	1.5
LPCG4	-27.214104	13.152277	72.515254	1.5
LPCG5	-31.621549	15.400974	71.795672	1.5
LPCG6	-36.028994	17.64967	71.076089	1.5
LPCG7	-40.436439	19.898366	70.356506	1.5
LPCG8	-44.843884	22.147062	69.636923	1.5
LPCG9	-49.251329	24.395758	68.91734	1.5
LPCG10	-53.658773	26.644454	68.197757	1.5
LPCG11	-58.066218	28.89315	67.478175	1.5
LPCG12	-62.473663	31.141846	66.758592	1.5
LFG1	-39.991772	57.406189	34.673998	1.5
LFG2	-44.449198	59.634901	34.268778	1.5
LFG3	-48.906623	61.863614	33.863557	1.5
LFG4	-53.364048	64.092326	33.458337	1.5
LFG5	-57.821474	66.321039	33.053116	1.5
LFG6	-62.278899	68.549751	32.647896	1.5
LAM1	-20.99177	33.406189	15.673996	1.5
LAM2	-25.817635	34.647126	15.26035	1.5
LAM3	-30.643501	35.888062	14.846705	1.5
LAM4	-35.469367	37.128999	14.433059	1.5
LAM5	-40.295232	38.369936	14.019413	1.5
LAM6	-45.121098	39.610873	13.605768	1.5
LAM7	-49.946963	40.851809	13.192122	1.5
LAM8	-54.772829	42.092746	12.778477	1.5
LHA1	-28.991771	26.406189	10.673995	1.5
LHA2	-33.834236	27.651394	10.673995	1.5
LHA3	-38.676701	28.896599	10.673995	1.5
LHA4	-43.519166	30.141805	10.673995	1.5
LHA5	-48.361632	31.38701	10.673995	1.5
LHA6	-53.204097	32.632215	10.673995	1.5
LHA7	-58.046562	33.87742	10.673995	1.5
LHA8	-62.889027	35.122625	10.673995	1.5
LHP1	-26.991771	6.406189	17.673996	1.5
LHP2	-31.797578	7.779277	17.536687	1.5
LHP3	-36.603385	9.152364	17.399379	1.5
LHP4	-41.409192	10.525452	17.26207	1.5
LHP5	-46.214999	11.898539	17.124761	1.5
LHP6	-51.020806	13.271627	16.987452	1.5
LHP7	-55.826613	14.644715	16.850144	1.5
LHP8	-60.63242	16.017802	16.712835	1.5
LSTG1	-41.991772	14.406189	30.673998	1.5
LSTG2	-46.748995	15.94529	30.673998	1.5
LSTG3	-51.506219	17.484392	30.673998	1.5
LSTG4	-56.263442	19.023493	30.673998	1.5
LSTG5	-61.020665	20.562595	30.673998	1.5
LSTG6	-65.777888	22.101696	30.673998	1.5
LSTG7	-70.535111	23.640798	30.673998	1.5
LSTG8	-75.292334	25.179899	30.673998	1.5
