name	x	y	z	size
LCM1	-1.104965	-30.529449	-9.727897	1.5
LCM2	-2.176394	-29.815163	-7.58504	1.5
LCM3	-3.247822	-29.100877	-5.442183	1.5
LCM4	-4.319251	-28.386592	-3.299326	1.5
LPULV1	-7.104965	-38.529448	-16.727897	1.5
LPULV2	-8.176394	-37.815162	-14.58504	1.5
LPULV3	-9.247822	-37.100877	-12.442183	1.5
LPULV4	-10.319251	-36.386591	-10.299326	1.5
LT1	-12.104965	-17.529449	-21.727896	1.5
LT2	-16.878031	-16.197431	-21.061887	1.5
LT3	-21.651097	-14.865413	-20.395878	1.5
LT4	-26.424163	-13.533394	-19.729869	1.5
LT5	-31.197229	-12.201376	-19.06386	1.5
LT6	-35.970295	-10.869358	-18.397851	1.5
LT7	-40.743361	-9.537339	-17.731841	1.5
LT8	-45.516427	-8.205321	-17.065832	1.5
LT9	-50.289493	-6.873303	-16.399823	1.5
LT10	-55.062559	-5.541284	-15.733814	1.5
LP1	-0.104965	-49.529447	26.272101	1.5
LP2	-5.076068	-49.80562	25.811814	1.5
LP3	-10.047171	-50.081792	25.351526	1.5
LP4	-15.018274	-50.357965	24.891239	1.5
LP5	-19.989377	-50.634137	24.430952	1.5
LP6	-24.96048	-50.910309	23.970664	1.5
LP7	-29.931583	-51.186482	23.510377	1.5
LP8	-34.902686	-51.462654	23.05009	1.5
LP9	-39.873789	-51.738826	22.589803	1.5
LP10	-44.844892	-52.014999	22.129515	1.5
LP11	-49.815995	-52.291171	21.669228	1.5
LP12	-54.787098	-52.567343	21.208941	1.5
LO1	-0.104965	-78.529446	-9.727897	1.5
LO2	-5.023006	-77.891922	-9.090373	1.5
LO3	-9.941047	-77.254398	-8.452849	1.5
LO4	-14.859088	-76.616874	-7.815326	1.5
LO5	-19.777129	-75.979351	-7.177802	1.5
LO6	-24.69517	-75.341827	-6.540278	1.5
LO7	-29.613211	-74.704303	-5.902754	1.5
LO8	-34.531252	-74.066779	-5.26523	1.5
LO9	-39.449293	-73.429255	-4.627707	1.5
LO10	-44.367334	-72.791732	-3.990183	1.5
LO11	-49.285375	-72.154208	-3.352659	1.5
LO12	-54.203416	-71.516684	-2.715135	1.5
RM1	61.895035	-17.529449	7.272102	1.5
RM2	60.23065	-19.563698	11.52553	1.5
RM3	58.566265	-21.597946	15.778959	1.5
RM4	56.901879	-23.632194	20.032387	1.5
RM5	55.237494	-25.666443	24.285815	1.5
RM6	53.573109	-27.700691	28.539244	1.5
RM7	51.908724	-29.73494	32.792672	1.5
RM8	50.244339	-31.769188	37.046101	1.5
RM9	48.579954	-33.803436	41.299529	1.5
RM10	46.915569	-35.837685	45.552958	1.5
RM11	45.251184	-37.871933	49.806386	1.5
RM12	43.586798	-39.906181	54.059814	1.5
RS1	51.895035	-32.529448	11.272102	1.5
RS2	50.960751	-34.865157	15.593163	1.5
RS3	50.026467	-37.200867	19.914225	1.5
RS4	49.092184	-39.536576	24.235287	1.5
RS5	48.1579	-41.872285	28.556349	1.5
RS6	47.223616	-44.207994	32.87741	1.5
RS7	46.289333	-46.543703	37.198472	1.5
RS8	45.355049	-48.879412	41.519534	1.5
RS9	44.420765	-51.215121	45.840596	1.5
RS10	43.486482	-53.55083	50.161657	1.5
RT1	29.895035	-16.529449	-28.727896	1.5
RT2	34.688985	-16.638403	-27.311502	1.5
RT3	39.482935	-16.747356	-25.895108	1.5
RT4	44.276885	-16.85631	-24.478713	1.5
RT5	49.070835	-16.965263	-23.062319	1.5
RT6	53.864785	-17.074216	-21.645925	1.5
RT7	58.658735	-17.18317	-20.229531	1.5
RT8	63.452685	-17.292123	-18.813136	1.5
RT9	68.246635	-17.401077	-17.396742	1.5
RT10	73.040585	-17.51003	-15.980348	1.5
RP1	7.895035	-52.529447	27.272101	1.5
RP2	12.761677	-51.71834	28.083208	1.5
RP3	17.62832	-50.907233	28.894315	1.5
RP4	22.494963	-50.096126	29.705422	1.5
RP5	27.361605	-49.285019	30.516529	1.5
RP6	32.228248	-48.473912	31.327636	1.5
RP7	37.094891	-47.662805	32.138743	1.5
RP8	41.961533	-46.851698	32.94985	1.5
RP9	46.828176	-46.040591	33.760957	1.5
RP10	51.694818	-45.229484	34.572064	1.5
RP11	56.561461	-44.418377	35.383171	1.5
RP12	61.428104	-43.60727	36.194278	1.5
RO1	12.895035	-84.529445	-2.727897	1.5
RO2	17.584503	-83.108394	-1.733162	1.5
RO3	22.273972	-81.687343	-0.738426	1.5
RO4	26.96344	-80.266292	0.25631	1.5
RO5	31.652909	-78.845241	1.251045	1.5
RO6	36.342377	-77.42419	2.245781	1.5
RO7	41.031846	-76.00314	3.240517	1.5
RO8	45.721314	-74.582089	4.235252	1.5
